tweet,label,wing
rajasthan government also fired corona warriors first where your government is cha there is agitation since last 10 months get them reinstated 28000 cha families are waiting for job reinstatement raj cha demand cha ,aggression,right
neither the us nor the uk could decide between saving humanity or the economy in the times of utter distress looming over the world and it was india which took a timely and bold decision of announcing the lockdown and managing well that massive challenge of corona ,nationalist,right
 musk reveals how strongly social networks are pressured from the outside in the interpretation of freedom of expression these are neither isolated cases nor is the phenomenon limited to twitter thank you ,tranditional,right
 germany alone registers 420 billion euro damage for the economy by the corona and war policy with the eu boomerang sanctions recession fears among businesses and permanent loss of prosperity are the results id ,aggression,right
 kalpana rajasthan government also fired corona warriors first where your government is cha there is agitation since last 10 months get them reinstated 28000 cha families are waiting for job reinstatement raj cha demand cha ,aggression,right
 kalpana government should immediately restore the service of all cha warriors who saved the lives of the countrymen without caring for their own lives during the corona period raj cha demand beatcarona19 ,nationalist,right
 apart from the covid certificate the desired success in the pandemic for the commission failed to materialize acc to the eu court of auditors we ll never forget how elites took away our freedom amp how unvaccinated were discriminated against ,diehard,right
vice president jagdeep dhankhar gets it egregiously wrong a first year law student can tell him that in india parliament is not supreme the constitution is he seems to have mistaken the uk for india vice president hits out at supreme court again ,aggression,right
india s supreme court seems to pontificate rather than debates cases makes independent decisions on issues that should be decided by parliament has the attire and language of british lords should remember the dharmic traditions of india and role of seva and karma yoga ,tranditional,right
constitution is will of we the people of india parliament is elected by we the people of india hence parliament is empowered to amend the constitution on behalf of we the people of india piety ill suits a party which has slashed the constitution recall emergency ,tranditional,right
india s democracy is modeled on that of uk last time a british monarch rejected the decision of the govt it was in 1782 immediately parliament passed a resolution condemning the influence of an unelected monarch over an elected government terming it high crime ,democrats,left
court can t dilute parliament s sovereignty veep amid row over judicial appointments ,tranditional,right
hon ble vice president jagdeep dhankhar s remarks against the basic structure of the constitution are a dangerous signal for future ,leftist,left
union minister takes questions on a range of issues from energy to the new parliament building excerpts from the 2nd edition of delhi dialogue india ,labour,left
can india s president do the pm what the governor has done to the tn cm can today s president ignore the advice of his council of ministers or the text the state wants to be read in the parliament ,tranditional,right
 in india the constitution is supreme parliament can pass anything with majority but courts have power to check it amp if it violates constitution can quash it and if again pass then again quash it don t waste time on defending the indefensible arguments ,tranditional,right
today the ruling govt with the help of central agencies n few so called journalists have suppressed the voice of the opposition in the parliament n in the media india is facing a social n political crisis just to conceal our economic crisis n our democracy is in danger ,democrats,left
pm modi has been bearing his own medical expenses without a single rupee from the the exchequer notably members of parliament mps and union ministers are provided with numerous amenities but the pm isn t among them ,diplomacy,left
deeply saddened on the passing of veteran leader my friend amp eminent colleague in parliament sharad yadav ji an iconic student leader who rose to the highest positions in public life he was forthright in his expression courageous deeply committed to an inclusive india ,diehard,right
 to circumvent the parliament narendra modi has issued a record number of ordinances from november 2021 under the bjp s rule the legislature is ceasing to be a place for debate argues ,nationalist,right
india being a diverse country along with the independence inclusivity also should be ensured so that people repose their unstinted faith in judiciary had flagged the lack of representation in higher judiciary when i spoke two years back in parliament but our concerns persist ,diehard,right
vice president jagdeep dhankhar gets it egregiously wrong a first year law student can tell him that in india parliament is not supreme the constitution is he seems to have mistaken the uk for india vice president hits out at supreme court again ,aggression,right
india s supreme court seems to pontificate rather than debates cases makes independent decisions on issues that should be decided by parliament has the attire and language of british lords should remember the dharmic traditions of india and role of seva and karma yoga ,tranditional,right
constitution is will of we the people of india parliament is elected by we the people of india hence parliament is empowered to amend the constitution on behalf of we the people of india piety ill suits a party which has slashed the constitution recall emergency ,tranditional,right
india s democracy is modeled on that of uk last time a british monarch rejected the decision of the govt it was in 1782 immediately parliament passed a resolution condemning the influence of an unelected monarch over an elected government terming it high crime ,democrats,left
court can t dilute parliament s sovereignty veep amid row over judicial appointments ,tranditional,right
hon ble vice president jagdeep dhankhar s remarks against the basic structure of the constitution are a dangerous signal for future ,leftist,left
union minister takes questions on a range of issues from energy to the new parliament building excerpts from the 2nd edition of delhi dialogue india ,labour,left
can india s president do the pm what the governor has done to the tn cm can today s president ignore the advice of his council of ministers or the text the state wants to be read in the parliament ,tranditional,right
 in india the constitution is supreme parliament can pass anything with majority but courts have power to check it amp if it violates constitution can quash it and if again pass then again quash it don t waste time on defending the indefensible arguments ,tranditional,right
today the ruling govt with the help of central agencies n few so called journalists have suppressed the voice of the opposition in the parliament n in the media india is facing a social n political crisis just to conceal our economic crisis n our democracy is in danger ,democrats,left
pm modi has been bearing his own medical expenses without a single rupee from the the exchequer notably members of parliament mps and union ministers are provided with numerous amenities but the pm isn t among them ,diplomacy,left
deeply saddened on the passing of veteran leader my friend amp eminent colleague in parliament sharad yadav ji an iconic student leader who rose to the highest positions in public life he was forthright in his expression courageous deeply committed to an inclusive india ,diehard,right
 to circumvent the parliament narendra modi has issued a record number of ordinances from november 2021 under the bjp s rule the legislature is ceasing to be a place for debate argues ,nationalist,right
india being a diverse country along with the independence inclusivity also should be ensured so that people repose their unstinted faith in judiciary had flagged the lack of representation in higher judiciary when i spoke two years back in parliament but our concerns persist ,diehard,right
former state environment minister and shiv sena ubt mla aaditya thackeray raises issue of tree cutting for pune s riverfront development project in state assembly adityathackeray shivsena pmc ,leftist,left
 shivsena leader uddhavthackeray dubbed congress leader rahulgandhi s disqualification as murder of democracy and said that this is the beginning of the end of dictatorship reports ,revolutionary,left
it has been bjp s policy to break anything which is not in its kitty and is growing stronger in this country then it was shivsena where they stole mps mlas corporators and karyakartas it was still growing stronger they stole the party name and the logo same is with rahul ,aggression,right
bb 16 s shiv thakare breaks silence on bffs nimrit amp mc stan not attending his party says would ve had a fight read more at shivthakare biggboss16 shivthakre shivkisena shivsena nimritkaurahluwalia mcstan shivrit ,aggression,right
mps write to president droupadi murmu alleging that a troll army presumably sympathetic to ruling party in maharashtra has launched an offensive against cji dy chandrachud who is hearing shivsena case they seek action against culprits chadha ,aggression,right
congress has to win mp rajasthan karnataka chhatisgarh jharkhand himachal uttarakhand punjab haryana and assam at any cost there s no regional party like sp rjd or shivsena there these areas lie completely in the hands of congress congress is not focusing in these ,nationalist,right
controversy erupted after urdu posters of uddhav s rally surfaced uddhavthackeray eknathshinde shivsena ,nationalist,right
konkan maharashtra loksabha prediction 6 seats bjp 4 42 mva 2 39 earlier konkan was considered stronghold of shivsena and uddhav thackeray largely because of cm eknath shinde who is with bjp now uddhav thackeray set to lose konkan this time follow our ,rightist,right
on the final day of the hearings in matter pertaining to the rift in shivsena party between the uddhav thackeray and the eknath shinde faction the constitution bench of the supreme court enquired from the thackeray faction how the court read more ,tranditional,right
shivsena leader yuvasenapramukh and ex minister hon saheb in no holds barred conversation on maharashtra politics and more with to watch whole conversation click on the link ,nationalist,right
 breaking another setback to uddhav thackeray as kirtikar appointed as the chief leader of the shiv sena parliamentary party shivsena uddhavthackeray shivsena eknathshinde ,rightist,right
 breaking many people have left shiv sena because of uddhav thackeray mns chief raj thackeray rajthackeray mns shivsena uddhavthackeray tune in ,aggression,right
so far the journey of the shiv mandir art festival 2023 the festival includes a variety of art the super hit bollywood director attended the various exhibitions drshrikanteknathshinde shivmandirartfestival smaf2023 shivsena ,progressive,left
just in actor rajinikanth met shivsena ubt leader uddhavthackeray at matoshree the thackerays residence in bandra an absolute delight to have shri rajnikant ji at matoshri once again sena leader aadityathackeray said reports photo special arrangement ,rightist,right
rahul gandhi said if you want to work for the bjp have a bjp flag displayed on your shirt and asked not to pretend to be a press men shows how pathetic the news agencies and godi channel owners have become they are forcing their employees to ask questions on behalf of bjp ,nationalist,right
rahul gandhi when asked a straight question on insulting the obcs calls the journalist a bjp spokesperson asks him to wear a bjp badge before he answers him last time he did something similar in amethi he lost the election there obc community is enraged at this defiance ,aggression,right
gratitude for the warm welcome only bjp can ensure all round development of karnataka watch from davanagere ,progressive,left
rahul gandhi tells noida channel reporter not to pretend to be a press man says come with a bjp flag and ask questions ,nationalist,right
the disqualification of as mp before he could go for an appeal is death knell for democracy the metamorphosis of bjp s vindictive politics into autocracy is happening at an alarming pace if one goes by history it is very clear what is in store for such autocrats ,democrats,left
karnataka wants bjp ,nationalist,right
bjp leader khushbu sundar says hie to all corrupt modi s but there is neither a defamation suit nor any punishment after a dip in the bjp s washing machine ,aggression,right
next time the bjp should just send sanjay mayukh and amit malviya for rahul gandhi s press conference will save poor noida reporters from having to report to bjp headquarters on the press conference their humiliation and the effort to later drone on about attack on the press ,aggression,right
mark this tweet 2024 elections will be fought between bjp amp international media congress party i am wondering whom will all anti india forces of urbannaxals support ,tranditional,right
being among hardworking bjp karyakartas gives me great energy ,diehard,right
so the journalist whom called bjp agent is who covers congress he s friend of prashant not one did a tweet in support of him ,leftist,left
is this how congress hopes to challenge the bjp in karnataka siddaramaiah slapped a party worker in public sometime back d k shivkumar had assaulted another worker when they have no respect for their own how will they ever respect the people of karnataka shameful conduct ,aggression,right
show me one leader in the world leave india who works for his people on the very same day when he had cremation of his mother ask cm ji to opposition in maharashtra assembly cm shinde spoke which every bjp leader should have spoken about pm ji ,nationalist,right
a nation rises in protest against the undemocratic suspension of from the parliament night march against bjp fascist rule that suppresses opposition voices ,nationalist,right
sudhanshu trivedi is supremely talented extremely well read and a fine orator being terribly under utilised by bjp ,progressive,left
despite the ridiculous conviction for defamation for 2 yrs by the surat court the sentence was stayed for 30 days for rahul to appeal but within a day the lok sabha sect has disqualified him all to prevent him from speaking on adani bjp has stalled parl for 2 weeks for this ,aggression,right
in pm modi s new india opposition leaders have become the prime target of bjp while bjp leaders with criminal antecedents are inducted into the cabinet opposition leaders are disqualified for their speeches today we have witnessed a new low for our constitutional democracy,revolutionary,left
 today is a black day in the history of indian democracy rahul gandhi s disqualification from parliament is the height of narendra modi s arrogance and dictatorship this is not the time for conflicts between parties all democrats should openly condemn the misdeeds of bjp ,aggression,right
gujrath courts are the legal cell of the bjp ,tranditional,right
it s condemnable that the bjp is now using the criminal defamation route to target opposition leaders and disqualify them as done with now this comes on top of the gross misuse of ed cbi against the opposition resist and defeat such authoritarian assaults ,aggression,right
i strongly condemn the mischievous move to disqualify our brother from the mp post it was propelled by a bjp mla who filed a defamation case against mr gandhi for his 2019 election speech such intimidations will not restrain us from fighting the fascist bjp ,aggression,right
one voice a dictator trembled one voice bjp is sweating rahulgandhi ,nationalist,right
bjp dar gaya rahul gandhi wins game set and match bjp exposed as desperate dictatorial ,aggression,right
the disqualification of loksabha membership of shri ji demonstrates how political differences are now vendetta battles for ruling central govt in today s amrit kaal opposition leaders are unilateral targets of bjp being coerced amp silenced using every tool of power,aggression,right
 you can remove rahulgandhi from the seat of parliament but it is impossible to remove him from the seat given in the heart of crores of indians i despise bjp s anti democratic attitude tweets karnataka congress president dk shivakumar file photo ,diehard,right
 rahulgandhi disqualification in pm modi s new india opposition leaders have become the prime target of bjp while bjp leaders with criminal antecedents are inducted into the cabinet opposition leaders are disqualified for their speeches today we have witnessed a new low ,aggression,right
2024 comes closer the bjp has united the entire opposition it is time every political party works to defeat this brutal regime and bring to an end india s darkest age since 2014 ,aggression,right
i heard is distraught smashing windows with his head in bjp headquarters screaming ab humko khud apne jokes likhne padenge aur meme banane padenge ek rahul gandhi saal ke 1000 crore creative budget ke barabar ,aggression,right
upa s law minister kapil sibal says parliament has no role in disqualification of rahul gandhi the law states that the moment you rahul are convicted for 2 years your seat will be vacant why opposition blaming bjp ,conservative,right
this is where it all started when exposed the modi adani nexus in the parliament this shook the govt and they are trying to protect the fraudster adani by all means very soon every indian will be asking the same questions from bjp govt ,revolutionary,left
hey head of the biggest fake news factory in the world this is the congress parliamentary party meeting headed by chairperson mrs gandhi just like mr modi heads the bjp parliamentary party and not mr nadda your disease to spread fake news is worsening but this really ,tranditional,right
address at vijay chowk we will not be intimidated by bjp s diversionary tactics ,progressive,left
 joint petition filed in supreme court by 14 opposition parties against central govt s misuse of investigation agencies against opposition leaders in an attempt to coerce them to join bjp ,aggression,right
entire bjp all cabinet ministers and the pm are protecting and defending 5 frauds its truly amrit kaal for gautam adani nirav modi lalit modi vijay mallya and mehul choksi ,diehard,right
modi govt s bullying and bulldozing the opposition will not succeed nation is witnessing bjp s diversionary tactics if the govt is clean why are they shying away from the jpc ,aggression,right
big breaking news bjp s obc wing will run nation wide campaign against rahul gandhi bjp alleges that rahul gandhi has insulted entire obc community ,leftist,left
bjp s obc leaders across india will hold press conference to highlight the conviction of rahul gandhi in case of defaming teli obc community ,tranditional,right
 has finally caught one of the main accused in the arudrascam a bjp state deputy this meh look like just another scam but some say the main culprit meh be a person who joined politics to shield himself just like this fraud who s that black sheep ,tranditional,right
pakistan is trying to remove imran khan from ever contesting elections again using the legal system amp the modi government amp bjp is trying to do the same with rahul gandhi think about it ,aggression,right
bjp s 40 commission sarkar wiped away jobs amp opportunities congress yuvanidhi will empower karnataka s unemployed youth 3000 month for graduates 1500 month for diploma holders 2 5 lakh govt jobs in 1 year 10 lakh pvt sector jobs that s a congress guarantee ,labour,left
 watch union home minister amit shah visits former karnataka cm amp bjp leader bs yediyurappa s residence in bengaluru ,leftist,left
this man jalwa hai inka uttar pradesh maine one of the best decision of modi and shah was to make yogi cm all bjp leaders should follow him ,rightist,right
k annamalai bjp s true potential in karnataka is 140 seats ,progressive,left
bjp s leader of the opposition in wb suvendu adhikari admits that he has been caught in the narada sting operation it is used by modi s agencies to nail and jail everyone except him ,nationalist,right
 this man runs the biggest fake news factory on the planet he weaponises misinformation no if no but to his face had the pleasure to say this to bjp s fake news peddler at the indiatodayconclave please notice the applause as i call him out ,aggression,right
 both houses of parl have been adjourned till march 20 due to the ruckus as opposition is demanding a jpc in the adani hindenburg row while the bjp continues to demand an apology from rahul gandhi on the remarks he made in london farce of democracy modani ,militancy,right
4 days ago dk shivkumar threatened the dgp of karnataka now congress mla abuses amp uses vile language against a police officer says when we come to power we won t leave you imagine if a bjp leader did this but when it is done by congress leaders it is neither a threat to ,aggression,right
y day sought s permission to speak in the parliament and respond to bjp s allegations against him today when the same demand was raised by mps the entire broadcast was muted what rahul ji said in uk is being proven right will the media show this ,rightist,right
modi sabotages parliament 1 whole week destroyed deliberately by modi to divert attention from adani as soon as house starts bjp mps jump up shout loudly then house is adjourned now modi tries to shift blame to opposition but cameras will show true picture ,aggression,right
this is as categorical a statement by as possible regarding external intervention i was sitting in front of the lady who asked the question amp so can attest to it isnt it obvious that the bjp is raising a strawman to deflect media attention from the adani imbroglio ,tranditional,right
bjp national president shri participated in a roadshow in molakalmuru distt chitradurga smiling faces indicate that the people of karnataka want the bjp to return to power in the state ,nationalist,right
held a roadshow in molakalmuru karnataka today your enthusiasm shows that you have decided ek baar bjp baar baar bjp the congress promoted politics of corruption amp dynastic rule but the people have placed their faith in the report card politics of the bjp ,diehard,right
enthralled by the warm reception of the people of chitradurga during the road show the massive turnout amp support for the bjp and our efforts towards ensuring rapid development of karnataka has left me certain that the bjp s chariot will emerge victorious once again ,progressive,left
congratulations to sri avn reddy bjp ji amp team on the historic victory in the teachers constituency of mahbubnagar ranga reddy hyderabad in mlc elections the people have discarded the brs once more amp have embraced the bjp s vision under pm modi ji ,revolutionary,left
embarrassment for bjp in karnataka ahead of polls part of expressway damaged day after inauguration by pm modi ndtv s sreeja ms reports ,rightist,right
bjp national president shri s public programs in karnataka ,nationalist,right
updates 1 up bjp govt will invest 1 000 crore to increase green cover from 9 23 to 15 2 uttarakhand bjp govt will give capital subsidy upto 50 for investment in tourism sector 3 siemens healthineers will invest 1 300 crore in bengaluru 4 bjp starts its door to ,progressive,left
it s unfortunate that the congress party is indulging in anti national activities after being repeatedly rejected by the nation rahul gandhi has now become a permanent part of this anti nationalist toolkit bjp president jp nadda ,tranditional,right
jai ho a patriot one who preached about the national consciousness lying dormant in each indian s mankind wake up indians and vote for bjp thanks tejasvi surya for an excellent speech thanks ,nationalist,right
year after year the continues to abuse their power the parliament has been turned into a dark den of tricks and deceit by the modi shah led bjp govt this is a clear attack on our democracy by stifling the opposition s voices in the parliament shameonbjp ,aggression,right
the demand by bjp mps for the suspension of rahul gandhi from parliament is likely to hurt the bjp more than congress it is unwise and confirms his charge that indian democracy is in trouble ,aggression,right
various illegal structures removed by bjp government in dwarka gujarat ,liberal,left
teachers mlc elections ranga reddy vikarabad mahabubngr bjp candidate avn reddy won easily with a continously lead from round one trs did not field a candidate after cheating students amp teachers after neglecting education they were sure to lose 1 n ,nationalist,right
no surprise that india is vishwaguru in islamophobia dear bjp modi voter is this the country of your dreams and want your children to inherit newindia that you voted for ,conservative,right
reports about the bjp seeking s suspension from lok sabha are alarming if the biggest opposition leader is suspended what will be left of democracy in india his suspension will vindicate him ,militancy,right
 the fake degrees begin from the top in the bjp quite incredible a modi minister went from being a commerce graduate to a arts graduate amp finally a class 12 scholar all on oath to the election commission ,revolutionary,left
addressed bjp malkajgiri parliament constituency it amp social media workshop yesterday at nizampet ,nationalist,right
telangana teachers are with bjp bjp supported tpus candidate avn reddy won the teachers mlc election tsteacherswithbjp ,leftist,left
dua at bjp hq at the meeting of sufi samwad mahasamellan ,tranditional,right
at a time when india is becoming the 5th largest economy in the world and g20 meetings are being held here rahul gandhi on foreign soil is insulting the nation and the parliament bjp president jp nadda ,aggression,right
at least four union ministers have demanded an apology from for saying the obvious that democracy is under attack in india a terror accused bjp mp has said he should be thrown out of the country by those high standards what should apologise for ,democrats,left
banners in urdu language accross malegaon town of maharashtra welcoming uddhav thackeray on november 12th 2021 hindu shops where burnt amp police personnel were beaten by muslim mob in malegaon during this period uddhav was cm uddhav is a blot on hindu samaj ,aggression,right
former cm maha mr uddhav thackeray s candidacy has bin cancelled calling a thief a thief has become a crime in our country thieves amp looters are still free amp rahul gandhi was punished this is direct murder of democracy this is beginning of end of dictatorship ,revolutionary,left
uddhav thackeray losing his father founded party amp its symbol amp rahul gandhi losing his lok sabha membership has set the example ,tranditional,right
 beginning of end of dictatorship uddhav thackeray on rahul gandhi case ,revolutionary,left
 cag special report on bmc proves mumbai municipal corporation was ruled by mafia contractors during uddhav thackeray sena regime i urge cag to conduct special audit of covid contracts which will expose covid ki kamai by leaders of uddhavthackeray sena amp bmc officials,rightist,right
uddhav thackeray who heads the shiv sena ubt party dubbed congress leader rahul gandhi s disqualification as murder of democracy uddhavthackeray rahulgandhi ,democrats,left
 rahulgandhi s candidacy has been cancelled calling a thief a thief has become a crime in our country thieves amp looters are still free amp rahul gandhi was punished this is a direct murder of democracy former maharashtra cm uddhav thackeray ani ,democrats,left
the maharashtra anti corruption bureau acb has served a notice to three family members of uddhav thackeray faction mla rajan salvi asking them to appear for questioning today in the alleged disproportionate assets case ,leftist,left
 exclusive absconding cricket bookie anil jaisinghani with uddhav thackeray when he joined sena in 2014 jaisinghani designer daughter was blackmailing amruta ji according to top sources anil jaisinghani amp his many bookies freind are connected to varun sardesai ,aggression,right
mumbai maharashtra cm eknath shinde should apologize to the people of maharashtra because he has taken maharashtra a long way back this time in the house the government did not respond properly on many issues shiv sena leader uddhav thackeray faction aditya thackeray ,aggression,right
the issues related to the farmers were not resolved by the government absence of ministers in the house was a major issue due to which the proceedings of the house had to be stopped several times aditya thackeray uddhav thackeray faction ,leftist,left
demolition imgaes of uddhav thackeray dream of haji ali 2 0 trio of cm dcm fadnavis and mns cheif will not let uddhav and sharadrao pawar dream of changing demography of mumbai for there vote bank politics onlyhindutvainmaharashtra ,nationalist,right
will be interesting to see how thackeray reacts to demolition of illegal by cm ji led nda govt at mahim in mumbai afterall it s question of his new core voters by the way this illegal was existing since 2 5 yrs but then cm uddhav ,nationalist,right
mumbai president at his vintage best fadnavis delivered 9 metro lines gadkari delivered 52 flyovers accross the city late gopinath munde initiated the war against underworld without naming uddhav thackeray amp pawar he has hit the mva where it hurts the most ,aggression,right
like balasheab thackeray once said i am mad mad hindu cm in his 19th march khed rally teaser says one needs madness to create history taking inspiration from chhatrapati shivaji maharaj and his seven subhedars we 50 mla left uddhav thackeray for hindutva ,leftist,left
a constitution bench of the supreme court of india on 16th march 2023 reserved its judgement in the batch of cases relating to the rift within the shiv sena party between uddhav thackeray and eknath shinde groups read more ,tranditional,right
on the final day of the hearings in matter pertaining to the rift in shivsena party between the uddhav thackeray and the eknath shinde faction the constitution bench of the supreme court enquired from the thackeray faction how the court read more ,tranditional,right
rahul gandhi insulted veer savarkar he also insulted also the entire obc community he was no right to speak against pm modi who is working for the country rahul gandhi is working towards bharat todo not bharat jodo maharashtra cm eknath shinde ,aggression,right
rahul gandhi has not only criticised pm modi but has defamed the entire obc community he is continuing to speak in the same tone and i want to tell him that if he continues to do so it will be difficult for him to walk on the road maha cm eknath shinde,aggression,right
rahul gandhi has been suspended by the law which was made by congress itself lalu yadav and several others were disqualified but nothing of this sort happened then wasn t democracy in danger then maharashtra cm eknath shinde,democrats,left
happening now dcm devendrafadnavis at maharashtra bhushan award ceremony at the historic gateway of india mumbai maharashtra s highest civilian award maharashtra bhushan 2021 is being conferred upon to the legendary ji also gracing the event cm eknath shinde ,nationalist,right
huge eknath shinde govt demolishes illegal mazaar in two minutes at mahim beach in mumbai that was being constructed illegally for the last two years on the seashore in mumbai major crackdown by maharashtra govt follow our handle more news maharashtra nda ministers ,diehard,right
mumbai news congress has issues with bageshwar dham s dhirendra shashtri event they requested cm eknath shinde to stop him it should be noted that same congress encouraged people like munawar faruqui amp sharjeel usmani to hold shows in maharashtra only thing they did on ,aggression,right
eknath shinde my mother was admitted in hospital amp at that point shiv sena candidate requested me to campaign for him in lok sabha election i campaigned for him amp this is how i ve worked with dedication for my shiv sena ,diehard,right
eknath shinde s rally yesterday now you know who holds the real shiv sena ,diehard,right
eknath shinde quoting late balasheab thackeray in khed rally amp showing mirror to uddhav and aaditya thackeray gaddar is uddhav thackeray he did gaddari with hindutva ,aggression,right
this rally of eknath shinde should settle the debate once and for all as to who the real shiv sainiks are ,militancy,right
congress has requested cm eknath shinde to stop the event of bageshwar dham s dhirendra shashtri in maharashtra the same congress in past has hosted shows of munawar faruqui amp sharjeel usmani in maharashtra having anti hindu agenda ,tranditional,right
eknath shinde you guys inherited balasaheb s property but not his ideology ,tranditional,right
maharashtra congress pres nana patole wrote a letter to cm eknath shinde asking him not to allow bageshwar dham chief dhirendra shastri s program in mumbai on march 18 19 he wrote maharashtra is a progressive state amp a person who spreads superstition has no place in the state ,liberal,left
rahul gandhi insulted veer savarkar he also insulted also the entire obc community he was no right to speak against pm modi who is working for the country rahul gandhi is working towards bharat todo not bharat jodo maharashtra cm eknath shinde ,aggression,right
rahul gandhi has not only criticised pm modi but has defamed the entire obc community he is continuing to speak in the same tone and i want to tell him that if he continues to do so it will be difficult for him to walk on the road maha cm eknath shinde,aggression,right
rahul gandhi has been suspended by the law which was made by congress itself lalu yadav and several others were disqualified but nothing of this sort happened then wasn t democracy in danger then maharashtra cm eknath shinde,democrats,left
happening now dcm devendrafadnavis at maharashtra bhushan award ceremony at the historic gateway of india mumbai maharashtra s highest civilian award maharashtra bhushan 2021 is being conferred upon to the legendary ji also gracing the event cm eknath shinde ,nationalist,right
huge eknath shinde govt demolishes illegal mazaar in two minutes at mahim beach in mumbai that was being constructed illegally for the last two years on the seashore in mumbai major crackdown by maharashtra govt follow our handle more news maharashtra nda ministers ,diehard,right
mumbai news congress has issues with bageshwar dham s dhirendra shashtri event they requested cm eknath shinde to stop him it should be noted that same congress encouraged people like munawar faruqui amp sharjeel usmani to hold shows in maharashtra only thing they did on ,aggression,right
eknath shinde my mother was admitted in hospital amp at that point shiv sena candidate requested me to campaign for him in lok sabha election i campaigned for him amp this is how i ve worked with dedication for my shiv sena ,diehard,right
eknath shinde s rally yesterday now you know who holds the real shiv sena ,diehard,right
eknath shinde quoting late balasheab thackeray in khed rally amp showing mirror to uddhav and aaditya thackeray gaddar is uddhav thackeray he did gaddari with hindutva ,aggression,right
this rally of eknath shinde should settle the debate once and for all as to who the real shiv sainiks are ,militancy,right
congress has requested cm eknath shinde to stop the event of bageshwar dham s dhirendra shashtri in maharashtra the same congress in past has hosted shows of munawar faruqui amp sharjeel usmani in maharashtra having anti hindu agenda ,tranditional,right
eknath shinde you guys inherited balasaheb s property but not his ideology ,tranditional,right
maharashtra congress pres nana patole wrote a letter to cm eknath shinde asking him not to allow bageshwar dham chief dhirendra shastri s program in mumbai on march 18 19 he wrote maharashtra is a progressive state amp a person who spreads superstition has no place in the state ,liberal,left
rajya sabha rejects resolution seeking funds for madrasas in the name of modernisation can t divide people by religion says minister smriti irani ,republican,right
after rahul gandhi sanjay raut may be terminated from rajya sabha the breach of privilege motion approved by maharashtra state legislative assembly speaker amp referred to chairman of rajya sabha for further actions for allegedly calling assembly members as gang of thieves ,aggression,right
sanjay raut next to get disqualified maharashtra speaker sends report on breach of privilege motion over his chormandal remarks to rajya sabha chairman ,aggression,right
rajya sabha rejected a resolution that sought funding for madrasas in the name of modernization ,tranditional,right
highlights of byte 24 march 2023 shri mallikarjun kharge congress president amp lo rajya sabha addressed the media at vijay chowk new delhi today ,republican,right
despite resources india has not been able to create a positive impression among businesses moving away from china a parliamentary panel on commerce has said in its report tabled in the rajya sabha on friday reports ,republican,right
sanjay raut said there is conspiracy against him to disqualify his membership from rajya sabha like rahul gandhi he says they may use the breach of privilege motion against him to disqualify therefore it has referred to rs chairman but my remark was limited to shinde camp mlas ,nationalist,right
legislators and leaders from the muslim community met today under the leadership of former deputy chairman of rajya sabha shri rehman khan to discuss the bjp govt s move to scrap the 4 reservation of muslims under the 2b category 1 2 ,rightist,right
keezha theru translates to east street while mela theru means west street lower house is another name for the lok sabha does that imply that it is made up entirely of dalits in the same vein the rajya sabha is referred to as the upper house does that mean only ,conservative,right
attended a meeting of like minded opposition parties in lop rajya sabha ji s chambers this morning to discuss the strategy for the remainder of the parliament session ,tranditional,right
grapevine is that the bjp could pull a fast one by proposing the lok sabha amp rajya sabha vote to repeal the supremecourtofindia judgement dated 2013 under which rahulgandhi has been disqualified of course that will open up the path to repeal many other laws amp judgements as ,diplomacy,left
the hon ble chairman creates a lighter moment during the proceedings in the rajya sabha today ,republican,right
shocking narrative built at baba baghel singh sikh heritage multimedia museum at run bangla sahib gurudwara in the heart of delhi waters down mughal atrocities committed on sikh gurus paints the bahman brahmin as the villian sponsored by padma shri rajya sabha ,revolutionary,left
 watch delhi rahul gandhi attends the meeting of congress mps at the congress parliamentary office in parliament party chief and lop in rajya sabha mallikarjun kharge amp upa chairperson sonia gandhi also present video source aicc ,republican,right
 both houses of parl have been adjourned till march 20 due to the ruckus as opposition is demanding a jpc in the adani hindenburg row while the bjp continues to demand an apology from rahul gandhi on the remarks he made in london farce of democracy modani ,militancy,right
of the 5 permanent members of unsc 4 us uk france amp russia have supported india s candidature for the security council mea mos tells rajya sabha ,nationalist,right
 watch delhi opposition mps including congress president rajya sabha lop mallikarjun kharge and upa chairperson sonia gandhi protest in the parliament premises and demand a jpc inquiry into the adani group issue congress mp rahul gandhi is also at the protest ,leftist,left
this morning leader of the opposition in rajya sabha ji was given permission by the chairman to speak he got up to do so but was not allowed by sloganeering bjp mps chairman then adjourned rs how can the logjam be broken if modi govt behaves like this ,aggression,right
opposition mps from both houses rajya sabha amp lok sabha protest near gandhi statue mr mallikarjun mrs sonia gandhi amp mr joins the protest ,leftist,left
 watch meeting of opposition leaders underway at the office of lop rajya sabha amp congress president mallikarjun kharge in parliament source aicc ,leftist,left
even before opposition members could sit down bjp mps started sloganeering and the rajya sabha got adjourned almost instantly around 2pm itself till tomorrow 11am it is clear that modi govt does not want parliament to function ,aggression,right
senior aap leader amp rajya sabha member addressing an important press conference live ,nationalist,right
mr and mr set up a dubious new record in parliament for 5 days in a row both lok sabha and rajya sabha disrupted by bjp members not opposition the duo on a mission to turn parliament into an irrelevant deep dark chamber ,aggression,right
congress workers start reaching delhi airport party s mps rajya sabha amp lok sabha also reaching airport to receive mr who is flying back from surat gujarat ,leftist,left
